Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Gross Amount,Commission,Net Amount
2021-01-28,RRSP,NOKIA CORP-SPON ADR,Buy,NOK,100,4.7000  USD,-603.01,-,-603.01
2021-01-28,RRSP,NOKIA CORP-SPON ADR,Buy,NOK,100,4.7000  USD,-603.01,-0.64,-603.65
2021-01-27,TFSA,BITCOIN FUND/THE,Buy,QBTC.U,60,32.2500  USD,"-2,477.38",-1.28,"-2,478.66"
2021-01-27,TFSA,NOKIA CORP-SPON ADR,Buy,NOK,300,7.1900  USD,"-2,761.61",-1.92,"-2,763.53"
2021-01-27,TFSA,NOKIA CORP-SPON ADR,Sell,NOK,-300,7.2000  USD,"2,765.45",-2.03,"2,763.42"
2021-01-27,TFSA,NOKIA CORP-SPON ADR,Buy,NOK,300,6.7900  USD,"-2,607.97",-1.92,"-2,609.89"
2021-01-25,TFSA,"Net Amount in Base from Forex Trade: 3,450 USD.CAD",Forex Trade Component,USD.CAD,"3,450.00",1.2723  CAD,4.35,-2.55,4.35
2021-01-25,TFSA,PALANTIR TECHNOLOGIES INC-A,Sell,PLTR,-100,37.0000  USD,"4,714.91",-1.39,"4,713.52"
2021-01-25,RRSP,PALANTIR TECHNOLOGIES INC-A,Sell,PLTR,-300,36.5000  USD,"13,953.58",-2.27,"13,951.32"
2021-01-25,Margin,GAMESTOP CORP-CLASS A,Sell,GME,-20,118.5100  USD,"3,020.35",-1.34,"3,019.00"
2021-01-25,Margin,GAMESTOP CORP-CLASS A,Buy,GME,20,126.4700  USD,"-3,223.21",-1.27,"-3,224.49"
2021-01-25,TFSA,APPLE INC,Buy,AAPL,25,142.6300  USD,"-4,543.84",-1.27,"-4,545.11"
2021-01-20,TFSA,WECOMMERCE HOLDINGS LTD,Sell,WE,-100,25.0100  CAD,"2,501.00",-1,"2,500.00"
2021-01-20,TFSA,WECOMMERCE HOLDINGS LTD,Sell,WE,-45,25.0000  CAD,"1,125.00",-0.45,"1,124.55"
2021-01-19,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,800,-,800
2021-01-15,Margin,IROBOT CORP,Buy,IRBT,30,90.7000  USD,"-3,465.74",-1.27,"-3,467.01"
2021-01-15,Margin,IROBOT CORP,Sell,IRBT,-30,90.3500  USD,"3,452.36",-1.35,"3,451.01"
2021-01-15,TFSA,IROBOT CORP,Sell,IRBT,-9,90.2000  USD,"1,033.99",-1.3,"1,032.69"
2021-01-11,TFSA,Net Amount in Base from Forex Trade: 60 USD.CAD,Forex Trade Component,USD.CAD,60,1.2815  CAD,-2.72,-2.54,-2.72
2021-01-11,TFSA,Net Amount in Base from Forex Trade: 940 USD.CAD,Forex Trade Component,USD.CAD,940,1.2817  CAD,-5.55,-2.54,-5.55
2021-01-11,TFSA,BITCOIN FUND/THE,Buy,QBTC.U,23,43.6400  USD,"-1,283.26",-1.28,"-1,284.53"
2021-01-08,TFSA,Net Amount in Base from Forex Trade: 100 USD.CAD,Forex Trade Component,USD.CAD,100,1.2682  CAD,-2.47,-2.54,-2.47
2021-01-08,TFSA,BITCOIN FUND/THE,Buy,QBTC.U,50,54.4700  USD,"-3,455.58",-1.27,"-3,456.85"
2021-01-08,TFSA,"Net Amount in Base from Forex Trade: 2,660 USD.CAD",Forex Trade Component,USD.CAD,"2,660.00",1.2686  CAD,-2.01,-2.54,-2.01
2021-01-07,Margin,Net Amount in Base from Forex Trade: -0.1568957 USD.CAD,Forex Trade Component,USD.CAD,-0.16,1.2677  CAD,0,-,0
2021-01-07,TFSA,AMAZON.COM INC,Sell,AMZN,-2,3201.5100  USD,"8,124.79",-1.45,"8,123.34"
2021-01-07,TFSA,ARK INNOVATION ETF,Buy,ARKK,52,134.4200  USD,"-8,869.41",-1.27,"-8,870.68"
2021-01-07,TFSA,IROBOT CORP,Buy,IRBT,9,82.5800  USD,-943.07,-1.27,-944.34
2021-01-06,TFSA,WECOMMERCE HOLDINGS LTD,Buy,WE,75,22.9900  CAD,"-1,724.25",-1,"-1,725.25"
2021-01-06,TFSA,R*****19:US Consolidated Snapshot for Dec 2020,Other Fee,-,-,-,-0.04,-,-0.04
2021-01-06,TFSA,R*****19:US Consolidated Snapshot for Dec 2020,Other Fee,-,-,-,0.04,-,0.04
2021-01-06,TFSA,GST-HST R*****19:US Consolidated Snapshot for Dec 2020,Sales Tax,-,-,-,-0.01,-,-0.01
2021-01-06,TFSA,GST-HST CANCEL R*****19:US Consolidated Snapshot for Dec 2020,Sales Tax,-,-,-,0.01,-,0.01
2021-01-06,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"1,300.00",-,"1,300.00"
2021-01-05,Margin,Disbursement Initiated by Rishi Sharma,Withdrawal,-,-,-,"-1,318.99",-,"-1,318.99"
2021-01-05,Margin,Balance of Monthly Minimum Fee for Dec 2020,Other Fee,-,-,-,-8.86,-,-8.86
2021-01-05,TFSA,Balance of Monthly Minimum Fee for Dec 2020,Other Fee,-,-,-,-9.74,-,-9.74
2021-01-05,RRSP,RRSP Quarterly Fee 2020 Q4,Other Fee,-,-,-,-12.5,-,-12.5
2021-01-05,RRSP,Balance of Monthly Minimum Fee for Dec 2020,Other Fee,-,-,-,-12.73,-,-12.73
2021-01-05,RRSP,GST-HST RRSP Quarterly Fee 2020 Q4,Sales Tax,-,-,-,-1.63,-,-1.63
2021-01-05,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"3,500.00",-,"3,500.00"
2021-01-04,TFSA,PALANTIR TECHNOLOGIES INC-A,Buy,PLTR,100,23.5500  USD,"-3,008.75",-1.28,"-3,010.03"
2021-01-04,TFSA,SPDR GOLD SHARES,Sell,GLD,-50,182.1820  USD,"11,637.79",-1.54,"11,636.24"
2021-01-04,TFSA,CHEWY INC - CLASS A,Buy,CHWY,60,88.4500  USD,"-6,780.22",-1.28,"-6,781.50"
2021-01-04,TFSA,INVESCO NASDAQ NEXT GEN 100,Buy,QQQJ,100,30.4200  USD,"-3,886.46",-1.28,"-3,887.74"
2021-01-04,TFSA,INVESCO NASDAQ NEXT GEN 100,Buy,QQQJ,100,30.4200  USD,"-3,886.46",-,"-3,886.46"
2021-01-04,TFSA,INVESCO NASDAQ NEXT GEN 100,Buy,QQQJ,100,30.4200  USD,"-3,886.46",-0.64,"-3,887.10"
2021-01-04,TFSA,INVESCO NASDAQ NEXT GEN 100,Buy,QQQJ,85,30.4200  USD,"-3,303.49",-0.54,"-3,304.03"
2021-01-04,TFSA,ARK INNOVATION ETF,Buy,ARKK,100,124.5800  USD,"-15,916.34",-1.28,"-15,917.62"
2021-01-04,Margin,"Net Amount in Base from Forex Trade: -1,018 USD.CAD",Forex Trade Component,USD.CAD,"-1,018.00",1.2777  CAD,-2.39,-2.55,-2.39
2021-01-04,TFSA,APPLE INC,Buy,AAPL,8,128.8400  USD,"-1,316.85",-1.28,"-1,318.13"
2020-12-31,TFSA,QQQ(US46090E1038) Cash Dividend USD 0.56133 per Share (Ordinary Dividend),Dividend,QQQ,-,-,57.19,-,57.19
2020-12-31,TFSA,QQQ(US46090E1038) Cash Dividend USD 0.56133 per Share - US Tax,Foreign Tax Withholding,QQQ,-,-,-8.58,-,-8.58
2020-12-30,TFSA,INVESCO QQQ TRUST SERIES 1,Sell,QQQ,-80,313.4340  USD,"31,977.79",-1.99,"31,975.80"
2020-12-29,RRSP,NVDA(US67066G1040) Cash Dividend USD 0.16 per Share (Ordinary Dividend),Dividend,NVDA,-,-,1.64,-,1.64
2020-12-24,TFSA,WECOMMERCE HOLDINGS LTD,Buy,WE,70,19.2500  CAD,"-1,347.50",-1,"-1,348.50"
2020-12-21,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"3,000.00",-,"3,000.00"
2020-12-10,TFSA,MSFT (US5949181045) Cash Dividend USD 0.56 (Ordinary Dividend),Dividend,MSFT,-,-,30.67,-,30.67
2020-12-10,TFSA,MSFT (US5949181045) Cash Dividend USD 0.56 - US Tax,Foreign Tax Withholding,MSFT,-,-,-4.6,-,-4.6
2020-12-03,TFSA,R*****19:Global Snapshot for Nov 2020,Other Fee,-,-,-,-0.04,-,-0.04
2020-12-03,TFSA,R*****19:Global Snapshot for Nov 2020,Other Fee,-,-,-,0.04,-,0.04
2020-12-03,TFSA,Balance of Monthly Minimum Fee for Nov 2020,Other Fee,-,-,-,-0.28,-,-0.28
2020-12-03,RRSP,Balance of Monthly Minimum Fee for Nov 2020,Other Fee,-,-,-,-7.14,-,-7.14
2020-12-03,Margin,Balance of Monthly Minimum Fee for Nov 2020,Other Fee,-,-,-,-8.96,-,-8.96
2020-12-03,TFSA,GST-HST R*****19:Global Snapshot for Nov 2020,Sales Tax,-,-,-,-0.01,-,-0.01
2020-12-03,TFSA,GST-HST CANCEL R*****19:Global Snapshot for Nov 2020,Sales Tax,-,-,-,0.01,-,0.01
2020-12-01,Margin,"Net Amount in Base from Forex Trade: 1,700 USD.CAD",Forex Trade Component,USD.CAD,"1,700.00",1.2950  CAD,-5.27,-2.6,-5.27
2020-12-01,Margin,APPLE INC,Buy,AAPL,70,123.0650  USD,"-11,142.06",-1.29,"-11,143.35"
2020-11-20,RRSP,Net Amount in Base from Forex Trade: -30 USD.CAD,Forex Trade Component,USD.CAD,-30,1.3071  CAD,-2.69,-2.61,-2.69
2020-11-20,RRSP,NVIDIA CORP,Buy,NVDA,8,530.2000  USD,"-5,554.38",-1.31,"-5,555.68"
2020-11-17,Margin,Electronic Fund Transfer,Deposit,-,-,-,"1,000.00",-,"1,000.00"
2020-11-17,Margin,JPMORGAN CHASE & CO,Sell,JPM,-43,114.9800  USD,"6,479.30",-1.46,"6,477.84"
2020-11-17,RRSP,PALANTIR TECHNOLOGIES INC-A,Buy,PLTR,300,17.7000  USD,"-6,958.76",-1.97,"-6,960.72"
2020-11-11,Margin,JPMORGAN CHASE & CO,Buy,JPM,43,114.2173  USD,"-6,415.20",-1.31,"-6,416.50"
2020-11-11,Margin,SQUARE INC - A,Buy,SQ,25,180.1000  USD,"-5,881.17",-1.31,"-5,882.47"
2020-11-11,TFSA,"Net Amount in Base from Forex Trade: 1,900 USD.CAD",Forex Trade Component,USD.CAD,"1,900.00",1.3063  CAD,-2.8,-2.61,-2.8
2020-11-11,TFSA,APPLE INC,Buy,AAPL,18,118.3500  USD,"-2,782.60",-1.31,"-2,783.90"
2020-11-10,TFSA,LIGHTSPEED POS INC-SUB VOTE,Buy,LSPD,80,51.0100  CAD,"-4,080.80",-1,"-4,081.80"
2020-11-09,TFSA,"Net Amount in Base from Forex Trade: 1,050 USD.CAD",Forex Trade Component,USD.CAD,"1,050.00",1.2988  CAD,-0.46,-2.61,-0.46
2020-11-09,TFSA,Net Amount in Base from Forex Trade: 500 USD.CAD,Forex Trade Component,USD.CAD,500,1.2987  CAD,1.06,-,1.06
2020-11-09,TFSA,AMAZON.COM INC,Buy,AMZN,1,3236.9400  USD,"-4,210.61",-1.3,"-4,211.91"
2020-11-09,TFSA,Net Amount in Base from Forex Trade: 200 USD.CAD,Forex Trade Component,USD.CAD,200,1.2980  CAD,-2.05,-2.61,-2.05
2020-11-04,RRSP,Net Amount in Base from Forex Trade: -8 USD.CAD,Forex Trade Component,USD.CAD,-8,1.3211  CAD,0.06,-,0.06
2020-11-03,RRSP,Balance of Monthly Minimum Fee for Oct 2020,Other Fee,-,-,-,-10.47,-,-10.47
2020-11-03,Margin,Balance of Monthly Minimum Fee for Oct 2020,Other Fee,-,-,-,-13.32,-,-13.32
2020-11-03,TFSA,Balance of Monthly Minimum Fee for Oct 2020,Other Fee,-,-,-,-3.61,-,-3.61
2020-11-02,TFSA,AMAZON.COM INC,Buy,AMZN,1,3051.5100  USD,"-4,033.18",-1.32,"-4,034.50"
2020-10-29,TFSA,INVESCO QQQ TRUST SERIES 1,Buy,QQQ,10,273.9700  USD,"-3,650.65",-1.33,"-3,651.98"
2020-10-22,RRSP,TESLA INC,Buy,TSLA,10,439.4200  USD,"-5,772.66",-1.31,"-5,773.97"
2020-10-19,TFSA,MICROSOFT CORP,Buy,MSFT,20,220.0900  USD,"-5,805.97",-1.32,"-5,807.29"
2020-10-12,TFSA,STARBUCKS CORP,Sell,SBUX,-78,90.7550  USD,"9,282.55",-1.53,"9,281.02"
2020-10-12,RRSP,VISA INC-CLASS A SHARES,Sell,V,-30,206.9627  USD,"8,141.71",-1.5,"8,140.21"
2020-10-12,TFSA,ADVANCED MICRO DEVICES,Buy,AMD,70,84.4800  USD,"-7,754.50",-1.31,"-7,755.81"
2020-10-07,TFSA,INVESCO QQQ TRUST SERIES 1,Buy,QQQ,70,277.8500  USD,"-25,782.26",-1.33,"-25,783.58"
2020-10-06,TFSA,SOCIAL CAPITAL HEDOSPHIA III,Sell,IPOC U,-200,12.0800  USD,"3,216.66",-1.43,"3,215.23"
2020-10-06,TFSA,SOCIAL CAPITAL HEDOSPHIA III,Sell,IPOC U,-194,11.9000  USD,"3,073.67",-1.39,"3,072.28"
2020-10-05,Margin,USD IBKR Managed Securities (SYEP) Interest for Sep-2020,Credit Interest,-,-,-,0.08,-,0.08
2020-10-02,TFSA,Balance of Monthly Minimum Fee for Sep 2020,Other Fee,-,-,-,-10.56,-,-10.56
2020-10-02,Margin,Balance of Monthly Minimum Fee for Sep 2020,Other Fee,-,-,-,-10.58,-,-10.58
2020-10-02,RRSP,Balance of Monthly Minimum Fee for Sep 2020,Other Fee,-,-,-,-13.32,-,-13.32
2020-10-01,RRSP,RRSP Quarterly Fee 2020 Q3,Other Fee,-,-,-,-12.5,-,-12.5
2020-10-01,RRSP,GST-HST RRSP Quarterly Fee 2020 Q3,Sales Tax,-,-,-,-1.63,-,-1.63
2020-09-30,Margin,Electronic Fund Transfer,Deposit,-,-,-,500,-,500
2020-09-10,TFSA,MSFT (US5949181045) Cash Dividend USD 0.51 (Ordinary Dividend),Dividend,MSFT,-,-,15.47,-,15.47
2020-09-10,TFSA,MSFT (US5949181045) Cash Dividend USD 0.51 - US Tax,Foreign Tax Withholding,MSFT,-,-,-2.32,-,-2.32
2020-09-03,Margin,USD IBKR Managed Securities (SYEP) Interest for Aug-2020,Credit Interest,-,-,-,0.74,-,0.74
2020-09-03,Margin,PROSHARES ULTRAPRO S&P 500,Sell,UPRO,-25,62.8120  USD,"2,061.33",-1.36,"2,059.97"
2020-09-02,TFSA,Balance of Monthly Minimum Fee for Aug 2020,Other Fee,-,-,-,-13.05,-,-13.05
2020-09-02,Margin,Balance of Monthly Minimum Fee for Aug 2020,Other Fee,-,-,-,-10.38,-,-10.38
2020-09-02,RRSP,Balance of Monthly Minimum Fee for Aug 2020,Other Fee,-,-,-,-13.05,-,-13.05
2020-09-01,TFSA,PROSHARES ULTRAPRO S&P 500,Sell,UPRO,-20,64.6200  USD,"1,688.52",-1.35,"1,687.17"
2020-09-01,TFSA,DRX DLY 20+ YR TREAS BULL 3X,Sell,TMF,-42,39.2100  USD,"2,151.57",-1.36,"2,150.21"
2020-09-01,Margin,DRX DLY 20+ YR TREAS BULL 3X,Sell,TMF,-20,39.1900  USD,"1,024.03",-1.33,"1,022.70"
2020-09-01,RRSP,V(US92826C8394) Cash Dividend USD 0.30 per Share (Ordinary Dividend),Dividend,V,-,-,11.76,-,11.76
2020-08-21,TFSA,SBUX(US8552441094) Cash Dividend USD 0.41 per Share (Ordinary Dividend),Dividend,SBUX,-,-,42.14,-,42.14
2020-08-21,TFSA,SBUX(US8552441094) Cash Dividend USD 0.41 per Share - US Tax,Foreign Tax Withholding,SBUX,-,-,-6.32,-,-6.32
2020-08-05,Margin,Disbursement Initiated by Rishi Sharma,Withdrawal,-,-,-,"-2,000.00",-,"-2,000.00"
2020-08-05,Margin,USD IBKR Managed Securities (SYEP) Interest for Jul-2020,Credit Interest,-,-,-,0.5,-,0.5
2020-08-05,Margin,"Net Amount in Base from Forex Trade: -2,000 USD.CAD",Forex Trade Component,USD.CAD,"-2,000.00",1.3241  CAD,-7.16,-2.66,-7.16
2020-08-05,TFSA,Balance of Monthly Minimum Fee for Jul 2020,Other Fee,-,-,-,-12.07,-,-12.07
2020-08-05,RRSP,Balance of Monthly Minimum Fee for Jul 2020,Other Fee,-,-,-,-13.41,-,-13.41
2020-08-05,Margin,Balance of Monthly Minimum Fee for Jul 2020,Other Fee,-,-,-,-13.41,-,-13.41
2020-07-29,TFSA,SPDR GOLD SHARES,Buy,GLD,50,183.4580  USD,"-12,232.06",-1.33,"-12,233.40"
2020-07-06,Margin,USD IBKR Managed Securities (SYEP) Interest for Jun-2020,Credit Interest,-,-,-,0.32,-,0.32
2020-07-02,TFSA,Balance of Monthly Minimum Fee for Jun 2020,Other Fee,-,-,-,-13.58,-,-13.58
2020-07-02,Margin,Balance of Monthly Minimum Fee for Jun 2020,Other Fee,-,-,-,-9.94,-,-9.94
2020-07-02,RRSP,RRSP Quarterly Fee 2020 Q2,Other Fee,-,-,-,-12.5,-,-12.5
2020-07-02,RRSP,Balance of Monthly Minimum Fee for Jun 2020,Other Fee,-,-,-,-13.58,-,-13.58
2020-07-02,RRSP,GST-HST RRSP Quarterly Fee 2020 Q2,Sales Tax,-,-,-,-1.63,-,-1.63
2020-06-11,TFSA,MSFT (US5949181045) Cash Dividend USD 0.51 (Ordinary Dividend),Dividend,MSFT,-,-,15.99,-,15.99
2020-06-11,TFSA,MSFT (US5949181045) Cash Dividend USD 0.51 - US Tax,Foreign Tax Withholding,MSFT,-,-,-2.4,-,-2.4
2020-06-04,Margin,BYND 21AUG20 120.0 P,Sell,BYND 200821P00120000,-1,11.3500  USD,"1,532.02",-0.93,"1,531.09"
2020-06-04,Margin,"Net Amount in Base from Forex Trade: 2,900 USD.CAD",Forex Trade Component,USD.CAD,"2,900.00",1.3504  CAD,-4.58,-2.7,-4.58
2020-06-03,Margin,USD IBKR Managed Securities (SYEP) Interest for May-2020,Credit Interest,-,-,-,0.77,-,0.77
2020-06-03,TFSA,R*****19:Global Snapshot PNP for May 2020,Other Fee,-,-,-,-0.08,-,-0.08
2020-06-03,TFSA,R*****19:Global Snapshot PNP for May 2020,Other Fee,-,-,-,0.08,-,0.08
2020-06-03,TFSA,R*****19:US Consolidated Snapshot for May 2020,Other Fee,-,-,-,-0.03,-,-0.03
2020-06-03,TFSA,R*****19:US Consolidated Snapshot for May 2020,Other Fee,-,-,-,0.03,-,0.03
2020-06-03,TFSA,GST-HST R*****19:Global Snapshot PNP for May 2020,Sales Tax,-,-,-,-0.01,-,-0.01
2020-06-03,TFSA,GST-HST CANCEL R*****19:Global Snapshot PNP for May 2020,Sales Tax,-,-,-,0.01,-,0.01
2020-06-02,RRSP,V(US92826C8394) Cash Dividend USD 0.30 per Share (Ordinary Dividend),Dividend,V,-,-,12.17,-,12.17
2020-06-02,Margin,Balance of Monthly Minimum Fee for May 2020,Other Fee,-,-,-,-9.34,-,-9.34
2020-06-02,RRSP,Balance of Monthly Minimum Fee for May 2020,Other Fee,-,-,-,-13.77,-,-13.77
2020-06-02,TFSA,Balance of Monthly Minimum Fee for May 2020,Other Fee,-,-,-,-12.23,-,-12.23
2020-05-22,TFSA,SBUX(US8552441094) Cash Dividend USD 0.41 per Share (Ordinary Dividend),Dividend,SBUX,-,-,44.79,-,44.79
2020-05-22,TFSA,SBUX(US8552441094) Cash Dividend USD 0.41 per Share - US Tax,Foreign Tax Withholding,SBUX,-,-,-6.72,-,-6.72
2020-05-19,TFSA,ALIBABA GROUP HOLDING-SP ADR,Sell,BABA,-24,220.2500  USD,"7,370.27",-1.56,"7,368.71"
2020-05-12,Margin,BYND 21AUG20 160.0 C,Buy,BYND 200821C00160000,2,16.5000  USD,"-4,645.74",-2.09,"-4,647.83"
2020-05-08,Margin,BYND 21AUG20 160.0 C,Sell,BYND 200821C00160000,-2,9.3500  USD,"2,603.41",-1.3,"2,602.12"
2020-05-08,Margin,BYND 21AUG20 120.0 P,Buy,BYND 200821P00120000,1,20.0000  USD,"-2,784.40",-1.11,"-2,785.51"
2020-05-05,Margin,USD IBKR Managed Securities (SYEP) Interest for Apr-2020,Credit Interest,-,-,-,0.62,-,0.62
2020-05-05,TFSA,R*****19:US Consolidated Snapshot for Apr 2020,Other Fee,-,-,-,-0.03,-,-0.03
2020-05-05,TFSA,R*****19:US Consolidated Snapshot for Apr 2020,Other Fee,-,-,-,0.03,-,0.03
2020-05-05,TFSA,Balance of Monthly Minimum Fee for Apr 2020,Other Fee,-,-,-,-2.33,-,-2.33
2020-05-05,RRSP,Balance of Monthly Minimum Fee for Apr 2020,Other Fee,-,-,-,-12.46,-,-12.46
2020-05-05,Margin,Balance of Monthly Minimum Fee for Apr 2020,Other Fee,-,-,-,-12.36,-,-12.36
2020-04-30,RRSP,QQQ(US46090E1038) Cash Dividend USD 0.36269 per Share (Ordinary Dividend),Dividend,QQQ,-,-,12.65,-,12.65
2020-04-30,TFSA,QQQ(US46090E1038) Cash Dividend USD 0.36269 per Share (Ordinary Dividend),Dividend,QQQ,-,-,20.23,-,20.23
2020-04-30,TFSA,QQQ(US46090E1038) Cash Dividend USD 0.36269 per Share - US Tax,Foreign Tax Withholding,QQQ,-,-,-3.04,-,-3.04
2020-04-29,TFSA,ALIBABA GROUP HOLDING-SP ADR,Buy,BABA,24,203.9300  USD,"-6,792.34",-1.39,"-6,793.73"
2020-04-27,TFSA,SOCIAL CAPITAL HEDOSPHIA,Buy,IPOC U,100,10.1300  USD,"-1,421.64",-1.4,"-1,423.05"
2020-04-27,TFSA,SOCIAL CAPITAL HEDOSPHIA,Buy,IPOC U,94,10.1300  USD,"-1,336.35",-,"-1,336.35"
2020-04-27,TFSA,SOCIAL CAPITAL HEDOSPHIA,Buy,IPOC U,100,10.1300  USD,"-1,421.64",-0.66,"-1,422.30"
2020-04-27,TFSA,SOCIAL CAPITAL HEDOSPHIA,Buy,IPOC U,100,10.1300  USD,"-1,421.64",-0.7,"-1,422.35"
2020-04-27,TFSA,ISHARES S&P/TSX GLOBAL GOLD,Sell,XGD,-300,21.2300  CAD,"6,369.00",-3,"6,366.00"
2020-04-27,TFSA,ISHARES S&P/TSX GLOBAL GOLD,Sell,XGD,-25,21.2300  CAD,530.75,-0.25,530.5
2020-04-27,TFSA,ISHARES S&P/TSX GLOBAL GOLD,Sell,XGD,-100,21.2300  CAD,"2,123.00",-1,"2,122.00"
2020-04-09,TFSA,IQ(US46267X1081) ADR Fee USD 0.02 per Share,Other Fee,IQ,-,-,-3.08,-,-3.08
2020-04-07,RRSP,MICROSOFT CORP,Sell,MSFT,-17,164.6600  USD,"3,916.95",-1.49,"3,915.46"
2020-04-07,Margin,MICROSOFT CORP,Sell,MSFT,-10,164.6000  USD,"2,303.25",-1.45,"2,301.80"
2020-04-07,Margin,MICROSOFT CORP,Sell,MSFT,-27,164.6000  USD,"6,218.77",-0.14,"6,218.63"
2020-04-06,TFSA,INVESCO QQQ TRUST SERIES 1,Sell,QQQ,-40,191.7500  USD,"10,821.60",-1.66,"10,819.95"
2020-04-06,TFSA,MICROSOFT CORP,Sell,MSFT,-27,160.1500  USD,"6,100.80",-1.55,"6,099.25"
2020-04-06,TFSA,MICROSOFT CORP,Sell,MSFT,-10,160.1500  USD,"2,259.56",-0.05,"2,259.50"
2020-04-03,Margin,USD IBKR Managed Securities (SYEP) Interest for Mar-2020,Credit Interest,-,-,-,0.16,-,0.16
2020-04-03,TFSA,R*****19:Global Snapshot for Mar 2020,Other Fee,-,-,-,-0.04,-,-0.04
2020-04-03,TFSA,R*****19:Global Snapshot for Mar 2020,Other Fee,-,-,-,0.04,-,0.04
2020-04-03,TFSA,R*****19:US Consolidated Snapshot for Mar 2020,Other Fee,-,-,-,-0.03,-,-0.03
2020-04-03,TFSA,R*****19:US Consolidated Snapshot for Mar 2020,Other Fee,-,-,-,0.03,-,0.03
2020-04-03,TFSA,Balance of Monthly Minimum Fee for Mar 2020,Other Fee,-,-,-,-9.15,-,-9.15
2020-04-03,TFSA,GST-HST R*****19:Global Snapshot for Mar 2020,Sales Tax,-,-,-,-0.01,-,-0.01
2020-04-03,TFSA,GST-HST CANCEL R*****19:Global Snapshot for Mar 2020,Sales Tax,-,-,-,0.01,-,0.01
2020-04-03,Margin,Balance of Monthly Minimum Fee for Mar 2020,Other Fee,-,-,-,-3.69,-,-3.69
2020-04-03,RRSP,Balance of Monthly Minimum Fee for Mar 2020,Other Fee,-,-,-,-12.5,-,-12.5
2020-04-03,Margin,Electronic Fund Transfer,Deposit,-,-,-,600,-,600
2020-04-01,TFSA,UPRO(US74347X8645) Cash Dividend USD 0.056591 per Share (Ordinary Dividend),Dividend,UPRO,-,-,1.6,-,1.6
2020-04-01,TFSA,UPRO(US74347X8645) Cash Dividend USD 0.056591 per Share - US Tax,Foreign Tax Withholding,UPRO,-,-,-0.24,-,-0.24
2020-04-01,Margin,UPRO(US74347X8645) Cash Dividend USD 0.056591 per Share (Ordinary Dividend),Dividend,UPRO,-,-,2,-,2
2020-04-01,Margin,UPRO(US74347X8645) Cash Dividend USD 0.056591 per Share - US Tax,Foreign Tax Withholding,UPRO,-,-,-0.6,-,-0.6
2020-04-01,RRSP,RRSP Quarterly Fee 2020 Q1,Other Fee,-,-,-,-12.5,-,-12.5
2020-04-01,RRSP,GST-HST RRSP Quarterly Fee 2020 Q1,Sales Tax,-,-,-,-1.63,-,-1.63
2020-04-01,TFSA,UPRO(US74347X8645) Cash Dividend USD 0.056591 per Share - US Tax,Foreign Tax Withholding,UPRO,-,-,0.21,-,0.21
2020-04-01,TFSA,UPRO(US74347X8645) Cash Dividend USD 0.056591 per Share - US Tax,Foreign Tax Withholding,UPRO,-,-,-0.19,-,-0.19
2020-04-01,Margin,UPRO(US74347X8645) Cash Dividend USD 0.056591 per Share - US Tax,Foreign Tax Withholding,UPRO,-,-,0.53,-,0.53
2020-04-01,Margin,UPRO(US74347X8645) Cash Dividend USD 0.056591 per Share - US Tax,Foreign Tax Withholding,UPRO,-,-,-0.49,-,-0.49
2020-03-31,TFSA,IQIYI INC-ADR,Sell,IQ,-110,18.3000  USD,"2,831.08",-1.49,"2,829.60"
2020-03-31,Margin,WALT DISNEY CO/THE,Sell,DIS,-20,100.4835  USD,"2,826.40",-1.47,"2,824.93"
2020-03-31,RRSP,INVESCO QQQ TRUST SERIES 1,Sell,QQQ,-25,191.4200  USD,"6,730.33",-1.56,"6,728.77"
2020-03-31,TFSA,AMAZON.COM INC,Sell,AMZN,-10,1961.7700  USD,"27,590.33",-2.02,"27,588.32"
2020-03-31,TFSA,TMF(US25459W5408) Cash Dividend USD 0.09925 per Share (Ordinary Dividend),Dividend,TMF,-,-,5.86,-,5.86
2020-03-31,TFSA,TMF(US25459W5408) Cash Dividend USD 0.09925 per Share - US Tax,Foreign Tax Withholding,TMF,-,-,-0.89,-,-0.89
2020-03-31,Margin,TMF(US25459W5408) Cash Dividend USD 0.09925 per Share (Ordinary Dividend),Dividend,TMF,-,-,2.8,-,2.8
2020-03-31,Margin,TMF(US25459W5408) Cash Dividend USD 0.09925 per Share - US Tax,Foreign Tax Withholding,TMF,-,-,-0.84,-,-0.84
2020-03-31,TFSA,XGD(CA46428M1086) Cash Dividend CAD 0.008 per Share (Ordinary Dividend),Dividend,XGD,-,-,3.4,-,3.4
2020-03-27,Margin,SHOPIFY INC - CLASS A,Sell,SHOP,-3,593.0600  CAD,"1,779.18",-1,"1,778.18"
2020-03-19,TFSA,STARBUCKS CORP,Buy,SBUX,3,58.9900  USD,-256.8,-1.45,-258.25
2020-03-19,Margin,SHOPIFY INC - CLASS A,Buy,SHOP,3,476.8400  CAD,"-1,430.52",-1,"-1,431.52"
2020-03-17,Margin,MICROSOFT CORP,Buy,MSFT,7,137.1073  USD,"-1,362.85",-1.42,"-1,364.27"
