Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Gross Amount,Commission,Net Amount
2023-05-03,Margin,CAD IBKR Managed Securities (SYEP) Interest for Apr-2023,Credit Interest,-,-,-,0.7,-,0.7
2023-05-02,Margin,Disbursement Initiated by Rishi Sharma,Withdrawal,-,-,-,"-1,000.00",-,"-1,000.00"
2023-04-28,TFSA,QQQ(US46090E1038) Cash Dividend USD 0.47223 per Share (Ordinary Dividend),Dividend,QQQ,-,-,3.83,-,3.83
2023-04-28,TFSA,QQQ(US46090E1038) Cash Dividend USD 0.47223 per Share - US Tax,Foreign Tax Withholding,QQQ,-,-,-0.57,-,-0.57
2023-04-20,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,750,-,750
2023-04-13,RRSP,TSM(US8740391003) Cash Dividend USD 0.451071 per Share (Ordinary Div - NRA Withholding Exempt),Dividend,TSM,-,-,11.45,-,11.45
2023-04-13,RRSP,TSM(US8740391003) Cash Dividend USD 0.451071 per Share - TW Tax,Foreign Tax Withholding,TSM,-,-,-2.41,-,-2.41
2023-04-05,RRSP,USD Credit Interest for Mar-2023,Credit Interest,-,-,-,0.12,-,0.12
2023-04-05,Margin,USD Debit Interest for Mar-2023,Debit Interest,-,-,-,-5.09,-,-5.09
2023-04-04,RRSP,SUPER MICRO COMPUTER INC,Buy,SMCI,30,114.8600  USD,"-4,632.53",-1.34,"-4,633.88"
2023-04-04,TFSA,R*****19:Global Snapshot for Mar 2023,Other Fee,-,-,-,-0.04,-,-0.04
2023-04-04,TFSA,R*****19:Global Snapshot for Mar 2023,Other Fee,-,-,-,0.04,-,0.04
2023-04-04,TFSA,GST-HST R*****19:Global Snapshot for Mar 2023,Sales Tax,-,-,-,-0.01,-,-0.01
2023-04-04,TFSA,GST-HST CANCEL R*****19:Global Snapshot for Mar 2023,Sales Tax,-,-,-,0.01,-,0.01
2023-04-03,RRSP,NVIDIA CORP,Sell,NVDA,-16,276.0900  USD,"5,935.27",-1.39,"5,933.88"
2023-03-29,RRSP,NVDA(US67066G1040) Cash Dividend USD 0.04 per Share (Ordinary Dividend),Dividend,NVDA,-,-,1.74,-,1.74
2023-03-29,TFSA,VOO(US9229083632) Cash Dividend USD 1.4874 per Share (Ordinary Dividend),Dividend,VOO,-,-,78.65,-,78.65
2023-03-29,TFSA,VOO(US9229083632) Cash Dividend USD 1.4874 per Share - US Tax,Foreign Tax Withholding,VOO,-,-,-11.8,-,-11.8
2023-03-29,RRSP,VOO(US9229083632) Cash Dividend USD 1.4874 per Share (Ordinary Dividend),Dividend,VOO,-,-,26.22,-,26.22
2023-03-29,Margin,VOO(US9229083632) Cash Dividend USD 1.4874 per Share (Ordinary Dividend),Dividend,VOO,-,-,44.36,-,44.36
2023-03-29,Margin,VOO(US9229083632) Cash Dividend USD 1.4874 per Share - US Tax,Foreign Tax Withholding,VOO,-,-,-13.31,-,-13.31
2023-03-26,Margin,Electronic Fund Transfer,Deposit,-,-,-,"1,000.00",-,"1,000.00"
2023-03-09,TFSA,MSFT(US5949181045) Cash Dividend USD 0.68 per Share (Ordinary Dividend),Dividend,MSFT,-,-,56.42,-,56.42
2023-03-09,TFSA,MSFT(US5949181045) Cash Dividend USD 0.68 per Share - US Tax,Foreign Tax Withholding,MSFT,-,-,-8.46,-,-8.46
2023-03-09,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"10,500.00",-,"10,500.00"
2023-03-09,RRSP,"Net Amount in Base from Forex Trade: 8,279 USD.CAD",Forex Trade Component,USD.CAD,"8,279.00",1.3769  CAD,46.09,-2.76,46.09
2023-03-09,RRSP,HORIZONS USD CASH MAXIMIZER,Buy,HSUV.U,100,103.2200  USD,"-14,273.26",-1.12,"-14,274.38"
2023-03-09,RRSP,HORIZONS USD CASH MAXIMIZER,Buy,HSUV.U,93,103.2200  USD,"-13,274.13",-0.64,"-13,274.78"
2023-03-08,RRSP,HORIZONS HIGH INT SAVINGS,Sell,CASH,-100,50.0550  CAD,"5,005.50",-1,"5,004.50"
2023-03-08,RRSP,HORIZONS HIGH INT SAVINGS,Sell,CASH,-2,50.0500  CAD,100.1,-0.02,100.08
2023-03-08,RRSP,HORIZONS HIGH INT SAVINGS,Sell,CASH,-100,50.0550  CAD,"5,005.50",-1,"5,004.50"
2023-03-08,RRSP,HORIZONS HIGH INT SAVINGS,Sell,CASH,-100,50.0550  CAD,"5,005.50",-1,"5,004.50"
2023-03-08,RRSP,"Net Amount in Base from Forex Trade: 11,750 USD.CAD",Forex Trade Component,USD.CAD,"11,750.00",1.3782  CAD,22.51,-2.75,22.51
2023-03-07,RRSP,Net Amount in Base from Forex Trade: -1.59 USD.CAD,Forex Trade Component,USD.CAD,-1.59,1.3613  CAD,-0.02,-,-0.02
2023-03-07,RRSP,CASH(CA4405671054) Cash Dividend CAD 0.19152 per Share (Ordinary Dividend),Dividend,CASH,-,-,57.84,-,57.84
2023-03-03,Margin,USD Debit Interest for Feb-2023,Debit Interest,-,-,-,-3.43,-,-3.43
2023-03-03,Margin,CAD IBKR Managed Securities (SYEP) Interest for Feb-2023,Credit Interest,-,-,-,1.8,-,1.8
2023-03-03,TFSA,USD Credit Interest for Feb-2023,Credit Interest,-,-,-,1.35,-,1.35
2023-03-03,RRSP,USD Credit Interest for Feb-2023,Credit Interest,-,-,-,2.16,-,2.16
2023-02-28,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"2,000.00",-,"2,000.00"
2023-02-16,TFSA,AAPL(US0378331005) Cash Dividend USD 0.23 per Share (Ordinary Dividend),Dividend,AAPL,-,-,26.62,-,26.62
2023-02-16,TFSA,AAPL(US0378331005) Cash Dividend USD 0.23 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-4,-,-4
2023-02-16,Margin,AAPL(US0378331005) Cash Dividend USD 0.23 per Share (Ordinary Dividend),Dividend,AAPL,-,-,18.57,-,18.57
2023-02-16,Margin,AAPL(US0378331005) Cash Dividend USD 0.23 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-5.57,-,-5.57
2023-02-10,TFSA,CASH(CA4405671054) Cash Dividend CAD 0.20184 per Share (Ordinary Dividend),Dividend,CASH,-,-,26.04,-,26.04
2023-02-10,RRSP,CASH(CA4405671054) Cash Dividend CAD 0.20184 per Share (Ordinary Dividend),Dividend,CASH,-,-,53.89,-,53.89
2023-02-10,Margin,CASH(CA4405671054) Cash Dividend CAD 0.20184 per Share (Ordinary Dividend),Dividend,CASH,-,-,40.17,-,40.17
2023-02-08,RRSP,"Net Amount in Base from Forex Trade: -11,261 USD.CAD",Forex Trade Component,USD.CAD,"-11,261.00",1.3435  CAD,-16.76,-2.68,-16.76
2023-02-08,RRSP,HORIZONS HIGH INT SAVINGS,Buy,CASH,2,50.0600  CAD,-100.12,-0.5,-100.62
2023-02-08,RRSP,HORIZONS HIGH INT SAVINGS,Buy,CASH,300,50.0550  CAD,"-15,016.50",-2.52,"-15,019.02"
2023-02-08,RRSP,Net Amount in Base from Forex Trade: -0.30276614 USD.CAD,Forex Trade Component,USD.CAD,-0.3,1.3435  CAD,0,-,0
2023-02-06,TFSA,VANGUARD S&P 500 ETF,Buy,VOO,21,376.9750  USD,"-10,644.49",-1.34,"-10,645.84"
2023-02-06,Margin,VANGUARD S&P 500 ETF,Buy,VOO,22,376.1400  USD,"-11,126.67",-1.34,"-11,128.02"
2023-02-03,RRSP,WALT DISNEY CO/THE,Buy,DIS,20,111.1600  USD,"-2,979.09",-1.34,"-2,980.43"
2023-02-03,Margin,CAD IBKR Managed Securities (SYEP) Interest for Jan-2023,Credit Interest,-,-,-,3.28,-,3.28
2023-02-02,TFSA,HORIZONS HIGH INT SAVINGS,Sell,CASH,-100,50.0200  CAD,"5,002.00",-1,"5,001.00"
2023-02-02,RRSP,HORIZONS HIGH INT SAVINGS,Sell,CASH,-67,50.0100  CAD,"3,350.67",-1,"3,349.67"
2023-02-02,RRSP,HORIZONS HIGH INT SAVINGS,Sell,CASH,-200,50.0200  CAD,"10,004.00",-1.67,"10,002.33"
2023-02-02,TFSA,HORIZONS HIGH INT SAVINGS,Sell,CASH,-29,50.0100  CAD,"1,450.29",-0.29,"1,450.00"
2023-02-02,TFSA,"Net Amount in Base from Forex Trade: 4,925 USD.CAD",Forex Trade Component,USD.CAD,"4,925.00",1.3287  CAD,11.13,-2.66,11.13
2023-02-02,Margin,HORIZONS HIGH INT SAVINGS,Sell,CASH,-99,50.0100  CAD,"4,950.99",-1,"4,949.99"
2023-02-02,TFSA,VANGUARD S&P 500 ETF,Buy,VOO,18,381.0580  USD,"-9,132.82",-1.33,"-9,134.15"
2023-02-02,TFSA,MICROSOFT CORP,Buy,MSFT,7,260.2650  USD,"-2,425.80",-1.33,"-2,427.13"
2023-02-02,TFSA,INVESCO NASDAQ NEXT GEN 100,Sell,QQQJ,-185,26.9400  USD,"6,636.06",-1.52,"6,634.54"
2023-02-02,TFSA,INVESCO NASDAQ NEXT GEN 100,Sell,QQQJ,-100,26.9400  USD,"3,587.06",-0.67,"3,586.39"
2023-02-02,TFSA,SOFI TECHNOLOGIES INC,Buy,SOFI,127,7.8650  USD,"-1,329.98",-1.33,"-1,331.31"
2023-02-02,RRSP,"Net Amount in Base from Forex Trade: 11,500 USD.CAD",Forex Trade Component,USD.CAD,"11,500.00",1.3303  CAD,10.57,-2.66,10.57
2023-02-02,TFSA,INVESCO QQQ TRUST SERIES 1,Buy,QQQ,6,307.6000  USD,"-2,457.42",-1.33,"-2,458.75"
2023-02-02,RRSP,TESLA INC,Buy,TSLA,5,188.1100  USD,"-1,252.34",-1.33,"-1,253.67"
2023-02-02,RRSP,VANGUARD S&P 500 ETF,Buy,VOO,13,380.8700  USD,"-6,592.67",-1.33,"-6,594.00"
2023-02-02,RRSP,NVIDIA CORP,Buy,NVDA,4,213.3100  USD,"-1,136.09",-1.33,"-1,137.42"
2023-02-02,Margin,"Net Amount in Base from Forex Trade: 7,515 USD.CAD",Forex Trade Component,USD.CAD,"7,515.00",1.3306  CAD,4.11,-2.66,4.11
2023-02-02,TFSA,ALPHABET INC-CL A,Buy,GOOGL,20,106.2200  USD,"-2,828.64",-1.33,"-2,829.97"
2023-02-01,Margin,HORIZONS HIGH INT SAVINGS,Sell,CASH,-100,50.0100  CAD,"5,001.00",-1,"5,000.00"
2023-01-17,RRSP,HORIZONS HIGH INT SAVINGS,Buy,CASH,200,50.1100  CAD,"-10,022.00",-2,"-10,024.00"
2023-01-15,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"12,000.00",-,"12,000.00"
2023-01-13,Margin,HORIZONS HIGH INT SAVINGS,Buy,CASH,100,50.1050  CAD,"-5,010.50",-1,"-5,011.50"
2023-01-13,Margin,HORIZONS HIGH INT SAVINGS,Buy,CASH,99,50.1100  CAD,"-4,960.89",-0.99,"-4,961.88"
2023-01-12,RRSP,TSM(US8740391003) Cash Dividend USD 0.447299 per Share (Ordinary Dividend),Dividend,TSM,-,-,11.37,-,11.37
2023-01-12,RRSP,TSM(US8740391003) Cash Dividend USD 0.447299 per Share - TW Tax,Foreign Tax Withholding,TSM,-,-,-2.38,-,-2.38
2023-01-04,TFSA,HORIZONS HIGH INT SAVINGS,Buy,CASH,100,50.0300  CAD,"-5,003.00",-1,"-5,004.00"
2023-01-04,TFSA,HORIZONS HIGH INT SAVINGS,Buy,CASH,29,50.0300  CAD,"-1,450.87",-0.29,"-1,451.16"
2023-01-04,RRSP,HORIZONS HIGH INT SAVINGS,Buy,CASH,67,50.0300  CAD,"-3,352.01",-1,"-3,353.01"
2023-01-01,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"6,500.00",-,"6,500.00"
2023-01-01,TFSA,Cancellation (Regular Contribution),Withdrawal,-,-,-,"-6,500.00",-,"-6,500.00"
2023-01-01,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"6,500.00",-,"6,500.00"
2022-12-23,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.07708 per Share (Ordinary Dividend),Dividend,QQQJ,-,-,29.87,-,29.87
2022-12-23,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.07708 per Share - US Tax,Foreign Tax Withholding,QQQJ,-,-,-4.49,-,-4.49
2022-12-22,RRSP,NVDA(US67066G1040) Cash Dividend USD 0.04 per Share (Ordinary Dividend),Dividend,NVDA,-,-,1.53,-,1.53
2022-12-20,TFSA,PROSHARES ULTRAPRO QQQ,Sell,TQQQ,-200,18.1250  USD,"4,934.71",-1.51,"4,933.20"
2022-12-08,TFSA,MSFT(US5949181045) Cash Dividend USD 0.68 per Share (Ordinary Dividend),Dividend,MSFT,-,-,48.99,-,48.99
2022-12-08,TFSA,MSFT(US5949181045) Cash Dividend USD 0.68 per Share - US Tax,Foreign Tax Withholding,MSFT,-,-,-7.35,-,-7.35
2022-12-05,Margin,CAD IBKR Managed Securities (SYEP) Interest for Nov-2022,Credit Interest,-,-,-,1.9,-,1.9
2022-11-10,TFSA,AAPL(US0378331005) Cash Dividend USD 0.23 per Share (Ordinary Dividend),Dividend,AAPL,-,-,26.35,-,26.35
2022-11-10,TFSA,AAPL(US0378331005) Cash Dividend USD 0.23 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-3.96,-,-3.96
2022-11-10,Margin,AAPL(US0378331005) Cash Dividend USD 0.23 per Share (Ordinary Dividend),Dividend,AAPL,-,-,18.38,-,18.38
2022-11-10,Margin,AAPL(US0378331005) Cash Dividend USD 0.23 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-5.51,-,-5.51
2022-10-13,RRSP,TSM(US8740391003) Cash Dividend USD 0.434892 per Share (Ordinary Dividend),Dividend,TSM,-,-,11.48,-,11.48
2022-10-13,RRSP,TSM(US8740391003) Cash Dividend USD 0.434892 per Share - TW Tax,Foreign Tax Withholding,TSM,-,-,-2.42,-,-2.42
2022-10-04,TFSA,ALPHABET INC-CL A,Buy,GOOGL,20,101.4800  USD,"-2,742.19",-1.35,"-2,743.54"
2022-10-01,Margin,Electronic Fund Transfer,Deposit,-,-,-,"10,000.00",-,"10,000.00"
2022-10-01,Margin,Cancellation,Withdrawal,-,-,-,"-10,000.00",-,"-10,000.00"
2022-10-01,Margin,Electronic Fund Transfer,Deposit,-,-,-,"10,000.00",-,"10,000.00"
2022-09-29,RRSP,NVDA(US67066G1040) Cash Dividend USD 0.04 per Share (Ordinary Dividend),Dividend,NVDA,-,-,1.53,-,1.53
2022-09-23,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.03839 per Share (Ordinary Dividend),Dividend,QQQJ,-,-,14.87,-,14.87
2022-09-23,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.03839 per Share - US Tax,Foreign Tax Withholding,QQQJ,-,-,-2.23,-,-2.23
2022-09-08,TFSA,MSFT(US5949181045) Cash Dividend USD 0.62 per Share (Ordinary Dividend),Dividend,MSFT,-,-,43.02,-,43.02
2022-09-08,TFSA,MSFT(US5949181045) Cash Dividend USD 0.62 per Share - US Tax,Foreign Tax Withholding,MSFT,-,-,-6.45,-,-6.45
2022-09-06,Margin,CAD IBKR Managed Securities (SYEP) Interest for Aug-2022,Credit Interest,-,-,-,0.06,-,0.06
2022-08-11,TFSA,AAPL(US0378331005) Cash Dividend USD 0.23 per Share (Ordinary Dividend),Dividend,AAPL,-,-,25.24,-,25.24
2022-08-11,TFSA,AAPL(US0378331005) Cash Dividend USD 0.23 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-3.79,-,-3.79
2022-08-11,Margin,AAPL(US0378331005) Cash Dividend USD 0.23 per Share (Ordinary Dividend),Dividend,AAPL,-,-,17.61,-,17.61
2022-08-11,Margin,AAPL(US0378331005) Cash Dividend USD 0.23 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-5.28,-,-5.28
2022-07-14,RRSP,TSM(US8740391003) Cash Dividend USD 0.461579 per Share (Ordinary Dividend),Dividend,TSM,-,-,11.5,-,11.5
2022-07-14,RRSP,TSM(US8740391003) Cash Dividend USD 0.461579 per Share - TW Tax,Foreign Tax Withholding,TSM,-,-,-2.41,-,-2.41
2022-07-06,Margin,CAD IBKR Managed Securities (SYEP) Interest for Jun-2022,Credit Interest,-,-,-,0.21,-,0.21
2022-07-01,RRSP,NVDA(US67066G1040) Cash Dividend USD 0.04 per Share (Ordinary Dividend),Dividend,NVDA,-,-,1.44,-,1.44
2022-06-30,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.03704 per Share (Ordinary Dividend),Dividend,QQQJ,-,-,13.59,-,13.59
2022-06-30,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.03704 per Share - US Tax,Foreign Tax Withholding,QQQJ,-,-,-2.03,-,-2.03
2022-06-09,TFSA,MSFT(US5949181045) Cash Dividend USD 0.62 per Share (Ordinary Dividend),Dividend,MSFT,-,-,41.73,-,41.73
2022-06-09,TFSA,MSFT(US5949181045) Cash Dividend USD 0.62 per Share - US Tax,Foreign Tax Withholding,MSFT,-,-,-6.26,-,-6.26
2022-06-03,Margin,USD Debit Interest for May-2022,Debit Interest,-,-,-,-0.19,-,-0.19
2022-05-24,TFSA,PROSHARES ULTRAPRO QQQ,Sell,TQQQ,-208,25.9300  USD,"6,915.47",-1.53,"6,913.94"
2022-05-13,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"3,300.00",-,"3,300.00"
2022-05-12,Margin,Disbursement Initiated by Rishi Sharma,Withdrawal,-,-,-,"-3,300.00",-,"-3,300.00"
2022-05-12,RRSP,PROSHARES ULTRAPRO QQQ,Sell,TQQQ,-296,28.7800  USD,"11,113.73",-2.24,"11,111.50"
2022-05-12,TFSA,AAPL(US0378331005) Cash Dividend USD 0.23 per Share (Ordinary Dividend),Dividend,AAPL,-,-,25.8,-,25.8
2022-05-12,TFSA,AAPL(US0378331005) Cash Dividend USD 0.23 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-3.87,-,-3.87
2022-05-12,Margin,AAPL(US0378331005) Cash Dividend USD 0.23 per Share (Ordinary Dividend),Dividend,AAPL,-,-,18,-,18
2022-05-12,Margin,AAPL(US0378331005) Cash Dividend USD 0.23 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-5.4,-,-5.4
2022-05-11,Margin,PROSHARES ULTRAPRO QQQ,Sell,TQQQ,-0.61,29.7100  USD,23.65,-0.24,23.41
2022-05-11,Margin,PROSHARES ULTRAPRO QQQ,Sell,TQQQ,-76,29.7100  USD,"2,933.77",-1.09,"2,932.68"
2022-05-11,Margin,"Net Amount in Base from Forex Trade: -2,208 USD.CAD",Forex Trade Component,USD.CAD,"-2,208.00",1.2987  CAD,-3.93,-2.61,-3.93
2022-05-09,RRSP,Net Amount in Base from Forex Trade: 800 USD.CAD,Forex Trade Component,USD.CAD,800,1.2937  CAD,3.58,-2.58,3.58
2022-05-09,RRSP,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,20,31.9700  USD,-832.12,-1.3,-833.42
2022-05-09,TFSA,INVESCO NASDAQ NEXT GEN 100,Sell,QQQJ,-100,24.2400  USD,"3,154.59",-1.33,"3,153.26"
2022-05-07,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"1,000.00",-,"1,000.00"
2022-05-04,RRSP,ADVANCED MICRO DEVICES,Buy,AMD,2,93.2600  USD,-237.53,-1.27,-238.81
2022-05-04,Margin,"Net Amount in Base from Forex Trade: 1,558 USD.CAD",Forex Trade Component,USD.CAD,"1,558.00",1.2821  CAD,-15.97,-2.57,-15.97
2022-05-04,Margin,ADVANCED MICRO DEVICES,Buy,AMD,20,93.2000  USD,"-2,373.80",-1.27,"-2,375.08"
2022-05-04,Margin,Electronic Fund Transfer,Deposit,-,-,-,500,-,500
2022-05-04,Margin,Cancellation,Withdrawal,-,-,-,-500,-,-500
2022-05-04,Margin,Electronic Fund Transfer,Deposit,-,-,-,500,-,500
2022-04-29,Margin,Electronic Fund Transfer,Deposit,-,-,-,"2,000.00",-,"2,000.00"
2022-04-26,Margin,"Net Amount in Base from Forex Trade: 3,232 USD.CAD",Forex Trade Component,USD.CAD,"3,232.00",1.2801  CAD,5.37,-2.55,5.37
2022-04-26,Margin,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,76,39.1580  USD,"-3,817.03",-1.28,"-3,818.31"
2022-04-26,Margin,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,0.61,39.1600  USD,-30.77,-,-30.77
2022-04-18,RRSP,"Net Amount in Base from Forex Trade: 1,585 USD.CAD",Forex Trade Component,USD.CAD,"1,585.00",1.2618  CAD,-3.63,-2.52,-3.63
2022-04-18,RRSP,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,30,47.6500  USD,"-1,802.74",-1.26,"-1,804.00"
2022-04-14,Margin,Electronic Fund Transfer,Deposit,-,-,-,"4,000.00",-,"4,000.00"
2022-04-14,RRSP,TSM(US8740391003) Cash Dividend USD 0.475613 per Share (Ordinary Div - NRA Withholding Exempt),Dividend,TSM,-,-,11.4,-,11.4
2022-04-14,RRSP,TSM(US8740391003) Cash Dividend USD 0.475613 per Share - TW Tax,Foreign Tax Withholding,TSM,-,-,-2.4,-,-2.4
2022-04-05,Margin,CAD IBKR Managed Securities (SYEP) Interest for Mar-2022,Credit Interest,-,-,-,0.31,-,0.31
2022-03-31,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.02849 per Share (Ordinary Dividend),Dividend,QQQJ,-,-,13.72,-,13.72
2022-03-31,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.02849 per Share - US Tax,Foreign Tax Withholding,QQQJ,-,-,-4.12,-,-4.12
2022-03-31,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.02849 per Share - US Tax,Foreign Tax Withholding,QQQJ,-,-,4.12,-,4.12
2022-03-31,TFSA,QQQJ(US46138G6310) Cash Dividend USD 0.02849 per Share - US Tax,Foreign Tax Withholding,QQQJ,-,-,-2.07,-,-2.07
2022-03-24,RRSP,NVDA(US67066G1040) Cash Dividend USD 0.04 per Share (Ordinary Dividend),Dividend,NVDA,-,-,1.4,-,1.4
2022-03-17,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"2,000.00",-,"2,000.00"
2022-03-10,TFSA,MSFT(US5949181045) Cash Dividend USD 0.62 per Share (Ordinary Dividend),Dividend,MSFT,-,-,41.96,-,41.96
2022-03-10,TFSA,MSFT(US5949181045) Cash Dividend USD 0.62 per Share - US Tax,Foreign Tax Withholding,MSFT,-,-,-12.59,-,-12.59
2022-03-09,RRSP,Net Amount in Base from Forex Trade: 750 USD.CAD,Forex Trade Component,USD.CAD,750,1.2826  CAD,-3.97,-2.58,-3.97
2022-03-09,RRSP,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,35,45.4500  USD,"-2,037.27",-1.28,"-2,038.55"
2022-03-08,RRSP,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,30,42.0873  USD,"-1,627.39",-1.29,"-1,628.68"
2022-03-02,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"1,000.00",-,"1,000.00"
2022-02-24,RRSP,"Net Amount in Base from Forex Trade: 5,239 USD.CAD",Forex Trade Component,USD.CAD,"5,239.00",1.2833  CAD,-10.51,-2.55,-10.51
2022-02-24,RRSP,Net Amount in Base from Forex Trade: 361 USD.CAD,Forex Trade Component,USD.CAD,361,1.2845  CAD,-3.52,-2.55,-3.52
2022-02-24,RRSP,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,81,42.8800  USD,"-4,452.05",-1.28,"-4,453.33"
2022-02-24,TFSA,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,15,42.7800  USD,-822.53,-1.28,-823.81
2022-02-10,TFSA,AAPL(US0378331005) Cash Dividend USD 0.22 per Share (Ordinary Dividend),Dividend,AAPL,-,-,24.07,-,24.07
2022-02-10,TFSA,AAPL(US0378331005) Cash Dividend USD 0.22 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-7.23,-,-7.23
2022-02-10,Margin,AAPL(US0378331005) Cash Dividend USD 0.22 per Share (Ordinary Dividend),Dividend,AAPL,-,-,16.79,-,16.79
2022-02-10,Margin,AAPL(US0378331005) Cash Dividend USD 0.22 per Share - US Tax,Foreign Tax Withholding,AAPL,-,-,-5.04,-,-5.04
2022-02-02,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"1,200.00",-,"1,200.00"
2022-02-02,TFSA,R*****19:US Consolidated Snapshot for Jan 2022,Other Fee,-,-,-,-0.03,-,-0.03
2022-02-02,TFSA,R*****19:US Consolidated Snapshot for Jan 2022,Other Fee,-,-,-,0.03,-,0.03
2022-01-27,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"2,000.00",-,"2,000.00"
2022-01-26,TFSA,MICROSOFT CORP,Buy,MSFT,3,298.8700  USD,"-1,135.92",-1.27,"-1,137.18"
2022-01-26,TFSA,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,167,56.6384  USD,"-11,983.12",-1.27,"-11,984.38"
2022-01-25,RRSP,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"2,000.00",-,"2,000.00"
2022-01-24,TFSA,PROSHARES ULTRAPRO QQQ,Sell,TQQQ,-200,53.9200  USD,"13,628.82",-1.37,"13,627.45"
2022-01-13,RRSP,TSM(US8740391003) Cash Dividend USD 0.496981 per Share (Ordinary Dividend),Dividend,TSM,-,-,11.82,-,11.82
2022-01-13,RRSP,TSM(US8740391003) Cash Dividend USD 0.496981 per Share - TW Tax,Foreign Tax Withholding,TSM,-,-,-2.48,-,-2.48
2022-01-11,TFSA,"Net Amount in Base from Forex Trade: 4,885 USD.CAD",Forex Trade Component,USD.CAD,"4,885.00",1.2590  CAD,-10.11,-2.54,-10.11
2022-01-11,TFSA,BLOCK INC,Buy,SQ,20,148.3600  USD,"-3,730.96",-1.26,"-3,732.21"
2022-01-11,TFSA,PROSHARES ULTRAPRO QQQ,Buy,TQQQ,13,149.2000  USD,"-2,438.85",-1.26,"-2,440.11"
2022-01-07,Margin,Net Amount in Base from Forex Trade: -0.06500838 USD.CAD,Forex Trade Component,USD.CAD,-0.07,1.2726  CAD,0,-,0
2022-01-07,TFSA,MICROSOFT CORP,Buy,MSFT,7,312.3900  USD,"-2,764.90",-1.26,"-2,766.17"
2022-01-05,Margin,USD IBKR Managed Securities (SYEP) Interest for Dec-2021,Credit Interest,-,-,-,0.04,-,0.04
2022-01-04,RRSP,TESLA INC,Buy,TSLA,10,1185.4900  USD,"-15,062.84",-1.27,"-15,064.11"
2022-01-04,TFSA,Electronic Fund Transfer (Regular Contribution),Deposit,-,-,-,"6,000.00",-,"6,000.00"
2022-01-04,RRSP,NVIDIA CORP,Buy,NVDA,28,286.5900  USD,"-10,195.96",-1.27,"-10,197.23"
2022-01-04,Margin,WALT DISNEY CO/THE,Buy,DIS,0.36,157.0500  USD,-72.1,-0.72,-72.82
2022-01-04,Margin,WALT DISNEY CO/THE,Buy,DIS,25,157.0500  USD,"-4,988.69",-0.55,"-4,989.24"
2022-01-04,TFSA,R*****19:US Consolidated Snapshot for Dec 2021,Other Fee,-,-,-,-0.04,-,-0.04
2022-01-04,TFSA,R*****19:US Consolidated Snapshot for Dec 2021,Other Fee,-,-,-,0.04,-,0.04
2022-01-04,TFSA,GST-HST R*****19:US Consolidated Snapshot for Dec 2021,Sales Tax,-,-,-,-0.01,-,-0.01
2022-01-04,TFSA,GST-HST CANCEL R*****19:US Consolidated Snapshot for Dec 2021,Sales Tax,-,-,-,0.01,-,0.01
